document_id,title,text,url,motorized transport,non-motorized transport,cycling,walking,scooters,public transport (local),public transport (long-distance),commercial transport,stationary traffic (parking),moving traffic,inter- and multimodality,new services
Ott905,Fahrradfahrverbot in der Ottenser Hauptstraße durchsetzen,"Das tagsüber geltende Verbot des Fahrradfahrens auf der Ottenser Hauptstraße zwischen Spritzenplatz und Paul-Nevermann-Platz muss entschlossener durchgesetzt werden.
Im Sekundentakt wird dagegen verstoßen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/905,0,1,1,0,0,0,0,0,0,1,0,0
Ott906,Grüne Oase Bei der Reitbahn,"Der tolle Platz ist in einem katastrophalen Zustand und das Potenzial kaum genutzt.
Gr. Brunnenstraße für Kfz Verkehr sperren, Stellplätze aufheben und diesen Raum für Sitzplätze etc. grün gestalten.
Der gesamte Platz sollte sich als grüne Fortsetzung des Kemal-Altun-Platzes entwickeln.
Vertrag mit Pavillon-Betreiber sollte entsprechend gestaltet werden - zur Zeit wird man bei Nichtverzehr noch von den Randplätzen vertrieben.
Alles unschön.
Und bitte nicht bis 2023 warten !!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/906,1,0,0,0,0,0,0,0,1,1,0,0
Ott907,Mehr Grün,"Für bessere Luft, unsere Gesundheit, den Klimaschutz(CO2-Bindung) und letzlich auch für einen schmneren Anblick als parkende Blechksrossen, plädiere ich dringend für mehr Bäume, Sträucher , Pflanzen
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/907,0,0,0,0,0,0,0,0,0,0,0,0
Ott908,Bitte unbedingt hier einen Fußgängerüberweg / Zebrastreifen,"Die Überquerung der Straße ist hier als Fußgänger fast unmöglich, wenn der Durchgangsverkehr hier wieder fließt.
Mir wurde erklärt, dass in einer Tempo 30 Zone davon ausgegangen wird, dass Fußgänger ohne Zebrastreifen über die Straße kommen.
das funktioniert hier nicht.
Und die Verbindung ist an dieser Stelle sehr wichtig.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/908,0,1,0,1,0,0,0,0,0,1,0,0
Ott909,keine Angst vor Platz,"Aus meiner Sicht müssen nicht alle frei werdenden Flächen in Beete umgewandelt werden oder eine bestimmte Nutzung bekommen.
Es ist doch schön, wenn einfach mal mehr PLATZ da ist, der nicht von Autos belegt ist.
Die Menschen machen dann schon was draus...
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/909,0,0,0,0,0,0,0,0,0,0,0,0
Ott910,Bahrenfelder Straße-  Radverkehr in beide Richtungen,"Die Bahrenfelder Straße ist zwischen der Kreuzung  Eulenstraße und  Arnoldstraße nur in Süd-Nord-Richtung mit dem Rad befahrbar - hier sollte 2-Richtungsverkehr ermöglicht werden und dazu die Stellplätze in diesem Abschnitt mind.
einseitig aufgehoben werden.
Sonst muss der Radverkehr von Anwohner*Innenwegen der Einbahnstraßenregelung entlang der Veloroute weiter große Umwege fahren.
Und das tut keiner  - entsprechend gefährliche Situationen entstehen laufend.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/910,1,1,1,0,0,0,0,0,1,1,0,0
Ott911,"Ein Stadtteil für alle, die dort leben!","Alle bedeutet Singles, Senioren, Kinder, Familien, Normalverdiener, Menschen an der Armutsgrenze und auch die mit ein bisschen mehr im Geldbeutel, egal welcher Sexualität und Religion… denn Ottensen war schon immer bunt!
Und die Schaffung von teuren Restaurants mit den immer gleichen Angeboten und Zelten mit Trennwänden (ich bin sehr für die Achtung der Coronaregeln- deshalb nicht falsch verstehen!) macht unseren Stadtteil nicht bunter, sondern grauer und trister (wie in manchen Schaufenstern zu sehen ist).
Weg mit den grauen Männern!
Ich bin für Weiterentwicklung und neue Ideen, aber nicht auf Kosten derer, die diesen Stadtteil schon immer ausgemacht haben!
Wir brauchen keine auf Kommerz ausgerichtet Gastronomie oder andere „tolle“ Ideen, wir brauchen Qualität statt Quantität.
Damit die Lebensqualität der Anwohner nicht leidet.
Der Stadtteil sollte nicht nur nach außen attraktiv wirkt, sondern es für die Menschen, die in diesem Stadtteil leben auch sein!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/911,0,0,0,0,0,0,0,0,0,0,0,0
Ott912,Wohnst Du noch oder lebst Du schon in Ottensen,"ich frage mich warum es eigentlich so unangebracht ist den Anwohnern in Ottensen etwas mehr Ruhe in einer hektischen Zeit zu verschaffen.
Der Stadtteil ist prädestiniert dafür, dass Verkehrsberuhigungen durchgeführt werden.
Als Durchgangsstrassen müssen die Klausstrasse, Eulenstrasse, Arnoldstrasse, Keplerstrasse und Holländische Reihe/Bernadottestrasse nicht sein.
Wer zum Einkaufen nach Ottensen kommen will ist willkommen, aber wer nur durchfahren will sollte sich andere Möglichkeiten suchen.
Die Holländische Reihe ist wie ich hörte von der Behörde als Ausweichstrasse für die Elbchaussee gedacht Unglaublich).
Zur Zeit fahren hier drei Busse im 10 MinutenTakt in jede Richtungen.
Also sechs Busse alle 10 Minuten die nach 20 Uhr kaum noch besetzt sind.
Das Wohnen und Leben ist in Ottensen ist zum Teil unerträglich geworden., dabei ist es ganz einfach - Ottensen in erster Linie den Bewohnern und dann alle Anderen.
Andere Städte wie Stockholm (Södermalm) machen es in Wohngebieten vor!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/912,1,0,0,0,0,1,0,0,0,1,0,0
Ott913,"Tauschbox Große Rainstraße/massive, nächtliche Lärmbelästigung und Vermüllung","Sehr geehrte Damen und Herren,  im Rahmen des Projekts ""Ottensen macht Platz"" wurde in der Großen Rainstraße eine Tauschbox aufgestellt.
So sinnvoll derartige Projekte auch theoretisch sein mögen, der Platz ist einfach sehr ungünstig gewählt und die damit verbundene Vermüllung und Lärmbelästigung ist zumindest für die direkten Anwohner nicht tragbar!
Die Box stand früher am Kemal-Altun-Platz ggü.
eines Bürogebäudes und auf der Rückseite der Wand zum Basketballfeld.
Dort ist viel Platz und es gibt keine direkten Anwohner, welche gestört werden.
Wir haben hier ständig Probleme mit rücksichtsloser Vermüllung (viele Leute platzieren einfach ihren Sperrmüll neben der Box, oft im Schutze der Dunkelheit).
Es gibt ständige lautstarke Streitereien zwischen Zuwanderergruppen und osteuropäischen Obdachlosen und Alkoholikern, welche dort oft den ganzenTag herumlungern und dann auch gerne ihre Flaschen zerschlagen.
Dieser Zustand ist einfach nicht akzeptabel!
Mülltonnen werden zweckentfremdet!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/913,0,0,0,0,0,0,0,0,0,0,0,0
Ott914,Kunst am Alma Wartenberg Platz,"Aufwertung des Alma Wartenberg Platzes durch künstlerische Elemente.
Auch das Klo könnte so aufgehübscht werden.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/914,0,0,0,0,0,0,0,0,0,0,0,0
Ott915,Elektoscooter,"Leider stehen im Herzen Ottensens (Spritzenplatz und umgebende Straßen) ständig völlig rücksichtslos abgestellte Elektroscooter herum.
Meistens auf den eh schon sehr schmalen (1,5-2m) Gehwegen.
Auch oft quer, so da man da nicht mehr durchkommt.
Besonders für ältere  und gehandicapte Menschen ist das eine Katastrophe, denn die können nicht so einfach auf die Straße ausweichen.
Es besteht dringender Handlungsbedarf!
Die Roller sollten nur an ausgewiesenen Plätzen abgestellt werden dürfen bzw. die letzten Nutzer mit einem Bußgeld belegt werdend, wenn sie die Roller nicht zivilisiert und platzsparend abstellen!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/915,0,1,0,1,1,0,0,0,1,1,0,1
Ott916,Kopfsteinpflaster erhalten !,"Wo noch Kopfsteinpflaster bzw. Reihensteinpflaster erhalten ist, sollte dieses bei allen wünschenswerten Umgestaltungen bitte auch das freiRaum-Ottensen-Projekt überstehen.
Das hat es verdient: Es gehört unverzichtbar zum historischen Stadtraum.
Wo es bereits verschwunden und durch Asphalt ersetzt ist, gereicht dies dem Stadtteil nicht gerade zum Vorteil.
Wünschenswert wäre auch, bei einer Neuverlegung des Pflasters durch geeignete Intarsien an die früher vorhandenen Straßenbahn- und Industriebahnschienen zu erinnern.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/916,0,0,0,0,0,0,0,0,0,0,0,0
Ott917,rücksichtslose Radfahrer auf Gehwegen,"Obwohl in Ottensen mittlerweile diverse Fahrradtrassen entstanden sind und in den meisten Straßen das Befahren per Fahrrad auch entgegen der Einbahnstraße per Beschilderung gestattet ist, gibt es dennoch viele Radler die völlig rücksichtslos und mit unangemessener Geschwindigkeit über die Gehwege jagen.
Mir begegnet dieses Phänomen etwa 10mal am Tag und es war schon desöfteren sehr knapp.
Bei Ansprache ist keinerlei Einsicht vorhanden, man wird sofort beschimpft, beleidigt oder sogar tätlich angegriffen!
Hier muß sich dringend etwas an dem Verhalten der Radfahrer ändern!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/917,0,1,1,1,0,0,0,0,0,1,0,0
Ott918,Holländische Reihe/Bernadotte Straße Einbahnstraße,"Die Holländische Reihe und Bernadottestraße ist zwischen Rathaus Altona und Hohenzollernring zu eng, um all den Auto-, Bus-, Sprinter- und Fahrradverkehr in beide Richtungen sicher zu gewährleisten.
Auf diesem Abschnitt sollten die beiden Straßen Einbahnstraße werden, vielleicht auch morgens stadteinwärts und abends stadtauswärts.
Das gibt es an anderen Stellen in Hamburg auch schon, und funktioniert.
Auch festinstallierte Blitzsäulen wären hilfreich, damit Tempo 30 eingehalten wird.
Auch das funktioniert an vielen anderen Stellen und würde sich sicher schnell amortisieren.
Schwellen wären auch eine Alternativen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/918,1,1,1,0,0,1,0,1,0,1,0,0
Ott919,Autowerkstatt ohne Zufahrt,"Hallo, ich bin [Name entfernt] Kfz Meister in der Erzbergerstrasse und betreibe hier seit Jahrzehnten eine  Autowerkstatt.
Würden die Planungen so realisiert wie momentan dargestellt würde es schwierig den Betrieb weiterzuführen.
Es mag sein das die Kraftfahrzeuge manchmal stören,aber es sind die Bürgerinnen und Bürger welche immer mehr von ihnen kaufen und zulassen (s.Artikel im Abendblatt und der Mopo).
So hofe ich auf eine Lösung jenseits von Autofrei,ich denke da eher an Autoärmer.
Gruß an alle Nachbarinnen und Nachbarn.
[Name entfernt]
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/919,1,0,0,0,0,0,0,0,0,1,0,0
Ott920,Raum fair gerecht verteilen,"Raum, hier Verkehrsraum gerecht verteilen unter den Verkehrsteilnehmern : Fuß / Auto / Fahrrad
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/920,1,1,1,1,0,0,0,0,1,1,0,0
Ott921,Verkehrsführung Bahrenfelder/Wartenbergplatz,"Es klingt wie ein Beitrag aus den 80ern: Machen wir Engstellen in Ottensen KFZ- LKW- Dieselbus- Verkehrsgerecht!
Nichts anderes ist vor 3 Wochen geschehen: Das baubedingte Einfahrverbot in die Bahrenfelder aus Ri Barner zwischen Zeißstr. Und Wartenbergplatz wurde aufgehoben, prompt wälzt und quält sich besonders der Busverkehr mit 2 Linien und Gelenkbussen an den Engstellen am Wartenbergplatz vorbei Ri Bahnhof mit 8x Gasgeben/Staus/Hupen/Zurücksetzen verursacht durch Begegnungsverkehr der Gelenkbusse.
5 Jahre hat alles geklappt, seit 3 Wochen herrscht Chaos& Lärm!
Lösung: Einfahrverbot in Bahrenfelder bereits ab Barner bis zhum Wartenberg Platz, statt dessen Busse wieder über Friedensallee mit Stopp vor Zeisehallen (hier ist auch ein Wartehäuschen, neu ausgebaut aber geschlossen), Schluss mit Gelenkbus- Begegnungsverkehr in der Bahrenfelder zwischen Barner und Wartenberg PLatz, Änderung Abbieger Barner in Fiedensallee/Zeise nur links, rechte Spur für geradeaus und Abbieger rechts.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/921,1,0,0,0,0,1,0,0,0,1,0,0
Ott922,Bäume Bahrenfelder Straße: Autos vor Bäumen ?,"in der Bahrenfelder Straße im Kerngebiet u. a. gibt es keine Bäume.
Es gab dort Bäume, die sind für Parkfläche weggenommen worden.
Von + kurzfristig aus diesem Projekt erwarte ich, das dort Bäume in der Mindestanzahl wieder hinkommen, wie sie mal da waren !
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/922,0,0,0,0,0,0,0,0,0,0,0,0
Ott923,Radfahren : autoarm / verkehrsberuhigt,"mehr für 1. Fußgänger, natürlich auch an Personen mit Rollator + Rollstuhl denken
mehr für 2. Radfahrer
weniger bleibt dann für Autofahrer über
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/923,1,1,1,1,0,0,0,0,0,1,0,0
Ott924,Lieferzone fehlt - Radspur wird in der Kurve blockiert.,"Hier fehlt eine Lieferzone, es wurde und wird direkt in der Kurve auf der Radspur geparkt.
Dadurch ist die Verkehrssicherheit gefährdet.
Hauptsächl. regelmäßige Lieferungen für das Restaurant oder DHL - auf der gegenüberliegenden Straßenseite wäre der perfekte Platz für eine Lieferzone!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/924,1,1,1,0,0,0,0,1,1,1,0,0
Ott925,Ballermann in Ottensen- Lärmbelästigung auch nachts unerträglich,"Wir wohnen nunmehr seit 6 Jahren am Wartenberg Platz.
Was sich aber nunmehr seit mittlerweile 2-3 Jahren nachts hier abspielt ist wirklich langsam unerträglich und eskaliert immer weiter.
Nachdem alle Restaurants & Bars artig um 23:00h ihre Bänke/Tische abgeschlossen haben und die Gäste hereinbitten, schlägt regelmäßig die Zeit der schreienden/grölenden alkoholtrinkenden Cornerer / Feierer als gäbe es kein Morgen, immer schön versorgt mit Alkohol von den 10(!) direkt umliegenden Kiosks teilweise bis morgens um 04:00h, die offenbar ihr Geschäftsmodell auf Kosten der Nachbarn entwickelt haben mit dem Nachtverkauf.
Fenster öffnen/Schlafen kaum mehr möglich, eine Nacht ohne Anruf der Polizei fast schon die Ausnahme.
Ballermann & Schanze in Ottensen.
Leider.
Es wäre schön, Öffnungszeiten & Anzahl der Kioske zu limitieren, Alkohol nachts auf dem Platz zu verbieten und auch den Nachbarn ihren teuer bezahlten FreiRaum zurückzugeben.
Bitte den Wartenberg Platz nicht den Feiernomaden überlassen🙏
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/925,0,0,0,0,0,0,0,0,0,0,0,0
Ott926,lebenswert,"1. Wiedereinführung von zwingendem Tiefgaragenbau bei Neubau (selbst wenn irgendwann mal alle keine Auto mehr haben (?), können dort Abstellflächen für Fahrräder, Lastenräder, Mietwagen oder Kellerräume usw. errichtet werden
2. Durchgangsverkehr für Autos so unattraktiv wie möglich machen (Einbahnstraßen, Poller, Tempo 20, Schwellen, Zebrastreifen...) oder noch besser, gänzlich verbieten und nur Anwohner, Gewerbe und Lieferverkehr zulassen
3. parkende Autos in Tiefgaragen und Parkhäuser!
Ausnahmen für Be- und Entladung, Taxis...
3. reale Radwege und Abstellmöglichk. für Räder: planer Untergrund (ABGESCHLIFFENES Kopfsteinpflaster, dann fährt auch niemand mehr auf den Bürgersteigen), so breit, dass man einen anderen Radfahrer überholen kann.
Für Radfahrer ist Ottensen wirklich eine Katastrophe!
4. breitere Fußwege
5. sichere Straßenübergänge mit genügend Sicht vor allem für Kinder
6. maßvolle Außengastronomie
7. weniger Versiegelung sondern Begrünung mit Sitzmöglichkeiten
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/926,1,1,1,1,0,0,0,1,1,1,0,0
Ott927,Liefern : nachhaltige Lieferung + den Platz für diesen,"1.) u. a. brauchen Lieferdienste innerhalb des Quartiers kein Benzin + Dieselmotor, E-Motor erst bei mehr Gewicht ab 50Kg
2.) den Platz dafür berücksichtigen im Freiraum
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/927,1,1,0,0,0,0,0,1,1,0,0,1
Ott928,Radweg muss durch Poller vor durchfahrenden PKW geschützt werden!,"Hier fehlt ein Poller, siehe auch hier: https://twitter.com/radpropaganda/status/1426537066633076736
Wenn die Durchfahrt praktisch möglich ist fahren die KFZ hier einfach über den Radweg.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/928,1,1,1,0,0,0,0,0,0,1,0,0
Ott929,"Fahrradmobilität fördern, mehr Autofreie Zonen","Ich wünsche mir mehr fahrradstellplätze überall, nicht nur vor Supermärkten.
Autofreie Zone in ganz ottensen, Verkehr wird über die elbchausee geleitet.
Ausbau der Fahrradrouten.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/929,1,1,1,0,0,0,0,0,1,1,0,0
Ott930,Barrieren wegräumen / Freiraum,"den Freiraum so gestalten das Barrieren wenig vorhanden sind wie: Autos, Werbetaffeln, Weihnachtsbäume (besser sammeln und abholen), Poller, lose Gewegplatten
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/930,1,0,0,0,0,0,0,0,1,0,0,0
Ott931,Mehr Raum zum Verweilen,"Der Kern von Ottensen könnte davon profitieren, weniger Abstellraum für Autos, sondern mehr Aufenthaltsraum für Menschen zu sein.
Gerade in der Ottenser Hauptstraße (dem befahrenen Teil) wären kleine Aufenthaltsbereiche mit Bänken und Pflanzen eine tolle und wichtige Verbesserung.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/931,1,0,0,0,0,0,0,0,1,0,0,0
Ott932,Fairteiler für Lebensmittel,"gegen das Wegschmeißen:  Fairteiler für Lebensmittel mit Kühlschrank in ausreichender Anzahl, dann lohnt es sich auch dafür Personen analog dafür langfristig zu beschäftigen
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/932,0,0,0,0,0,0,0,0,0,0,0,0
Ott933,Warum wurden hier nur Parkplätze geschaffen?,"Nach langer Sperrung ist die linke Seite der Bahrenfelder Str. ab dem Alma-Wartenberg-Platz in Richtung Bahrenfeld nun wieder offen.
Wir waren etwas enttäuscht.
Hier sind einfach wieder Parkplätze entstanden.
Warum wurde hier keine Begrünung (Bäume und anderes) geschaffen?
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/933,1,0,0,0,0,0,0,0,1,0,0,0
Ott934,"Fairteiler für kleine Dinge, die häufig unnötig in Mülltonnen landen","Fairteiler im Freiraum für kleine Dinge hier ein Schrank, dort ein Container (analoger Arbeitsplatz) ausreichend verteilt
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/934,0,0,0,0,0,0,0,0,0,0,0,0
Ott935,"Parplätze RECHTS neben der Radspur?
Bitte nicht!","Derzeit sieht es so aus, als ob in diesem Bereich der Arnoldstr. nach dem Umbau nahezu alle Parkplätze rechts neben der Radspur angelegt wurden - das wäre nur dann sinnvoll wenn es sich ausschliesslich um Stellflächen für Fahrräder/Lastenräder, Scooter, Stadträder handelt.
Sollten hier aber PKW Parkplätze entstehen, stellt dies eine erhebliche Gefährdung des Radverkehrs dar, da die Radspur beim Ein und Ausparken gekreuzt / blockiert wird.
Sollten hier Parkplätze für PKW entstehen bitte wenn überhaupt auf der linken Seite!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/935,1,1,1,0,0,0,0,0,1,1,0,1
Ott936,Wegewart: Bessere regelmäßige Kontrolle und  Pflege der Gehwege,"Überall im Gebiet sind die Fußwege ungepflegt und dadurch unsicher, aber manche Wege sind besonders krass.
Gehweg Platten stehen hoch (3 cm u.m.) oder wackeln wie eine Wippe.
Nach Bauarbeiten achtet niemand drauf, dass die Platten wieder gerade und bündig zurückgelegt werden.
Das ist besonders für ältere BürgerInnen eine Gefahr, aber für die andern auch.
Wenn man (besonders gern nach einem Sturz oder Faststurz) beim Wegewart online die Stelle meldet, wird sie auch repariert.
Aber warum werden nicht regelmäßig Kontrollgänge gemacht, um das zu im Vorwege zu vermeiden?
Die LBV schafft es doch auch täglich ihre Kontrollen zu laufen und Knöllchen zu verteilen, wenn jemand nicht ordentlich parkt.
Da sollte ein mindestens monatlicher, besser zweiwöchentlicher Rundgang des Wegewarts und der zuständigen Behörde möglich sein.
Vielleicht merken die dann auch, wie viele Abfallbehälter in Ottensen abseits der Hauptstraßen fehlen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/936,0,1,0,1,0,0,0,0,0,1,0,0
Ott937,Parken auf oder kurz vor Zebrastreifen ahnden!,"Hier wird regelmässig extrem eng oder auf den ""Fußgängerüberweg"" geparkt.
Wege zu Schule, Kita, Spielplatz alles an einer Kreuzung.
Hier muss die Sicherheit der Kinder und aller Menschen an erster Stelle stehen und nicht der angebliche ""Parkdruck"".
Parken auf / zu nah vor FGÜ insbesondere vor dem Spielplatz (Rothestraße) muss konsequent mit Abschleppen beantwortet werden BEVOR da was passiert!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/937,1,1,0,1,0,0,0,0,1,1,0,0
Ott938,heile Möbel in die Mülltonne oder noch weniger nachhaltig zum Recylinghof (Stau) ?,"warum schmeißt die Gesellschaft (auch Personen aus diesem Quartier) - in diesem Fall - so viele Möbel weg?
Stillbruch ist zu teuer und da findet kaum Durchlauf von Möbeln statt.
Möbel die gut und heil sind, können doch im jeweiligen Viertel vorrangig bleiben.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/938,0,0,0,0,0,0,0,0,0,0,0,0
Ott939,Ausufernder Alkoholkonsum/Massencornern/unbegrenzter Alkoholverkauf,"Jedem, der hier viel unterwegs ist, wird der massive Alkoholkonsum/Alkoholmißbrauch schon mal aufgefallen sein.
Teilweise sitzen und liegen dutzende Alkoholiker in der Ottenser Hauptstraße und dem Spritzenplatz (Ecke Ottenser Hauptstraße/Bahrenfelder Straße/Große Rainstraße).
Die Wohn-und Lebensqualität hat sich dadurch in den letzten Jahren massiv verschlechtert!
Uberall stehen Unmengen von leeren Flaschen herum und an den Wochenenden ist alles voller Scherben.
Der Praxis, dass sich die Leute an Kiosken mit billigem Alkohol versorgen können, sollte endlich unterbunden werden.
Ein genereller Alkoholverkauf ab z.B. 22 Uhr (sieheSkandinavien) wäre eine sinnvolle und angemessene Maßnahme.
Dass die Döner-Company völig unbegrenzt und am Wochenende quasi die ganze Nacht Alkohol verkaufen darf ist einfach nur grotesk.
Ich kenne schon einige Leute, die hier lange gewohnt haben und mittlerweile entnervt weggezogen sind, da man hier kaum noch Ruhe bzw. Nachtruhe findet!
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/939,0,0,0,0,0,0,0,0,0,0,0,0
Ott940,"Wünsche, Anmerkungen und Fragen rund um die neue Velorout","Die großen Flächen für Fußgänger und Fahrradfahrer auf der neuen Veloroute zwischen Hohenzollernring und Bahrenfelderstraße sind wunderbar.
Ich hätte noch den Wunsch, dass diese großen Flächen für etwas mehr Grün genutzt würden (Bäume, Sträucher, Beete für Anwohner…).
Und es müsste mehr Möglichkeiten geben, Fahrräder anzuschließen.
(Diese sind durch die Bauarbeiten reduziert worden).
Anmerkung: Die Fahrradampel an der Kreuzung Hohenzollernring / Bleickenallee ist sehr verwirrend.
Welche Fahrrad- Ampel regelt welchen Weg?
Warum gibt es Zeitverzögerungen bei der Ampelschaltung, die man sich nicht erklären kann?
Kann hier nachgebessert werden?
Das wäre hilfreich.
Frage: Es wird im Zusammenhang mit dem vermehrt vorkommenden Starkregen viel über das Problem der Versiegelung von Flächen gesprochen.
Sind die jetzt neu verbauten Pflastersteine und der Teer wasserdurchlässig?
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/940,0,1,1,1,0,0,0,0,1,1,0,0
Ott941,Friedensallee verkehrsberuhigen,"Seitdem die Elbchaussee gesperrt ist, fließt noch mehr Verkehr durch die Friedensallee.
Dauernd wird gehupt, nachts wird mit 80km/h gerast.
Bitte dringend um Verkehrsberuhigung in der gesamten Friedensallee.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/941,1,0,0,0,0,0,0,0,0,1,0,0
Ott942,"Fahrradtrasse über den Spritzenplatz (ggü. Haspa), Richtung Große Rainstraße","Super gedacht, aber sehr schlecht ausgeführt und nicht ""begleitet"".
Es gibt keinerlei Beschilderung, die Piktogramme auf der roten Pflasterung waren nicht haltbar und werden nicht erneuert.
Leider wird die Trasse ständig auch von Autos (vor allem nachts) und ständig von Motorrädern genutzt!
Das kann doch nicht Sinn der Sache sein.
Der abschließbare Sperrpfosten ist seit ca. 2 Monaten nicht mehr vorhanden.
Ich hatte Ende Juli die Polizei informiert, die wollte sich darum kümmern....
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/942,1,1,1,0,0,0,0,0,0,1,0,0
Ott943,Klausstraße - Verkehrszeichen  276.1,"Da Autofahrer den gesetzlich vorgeschriebenen Überholabstand von mindestens 1,5m ggü. Radfahrern an dieser Stelle aufgrund der engen Fahrbahn nie einhalten, empfiehlt es sich die Straße mit dem Verkehrszeichen 276.1 zu versehen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/943,1,1,1,0,0,0,0,0,0,1,0,0
Ott944,Rothestr. soll Einbahnstraße bleiben,"Die Rothestraße war vor der Sanierung der Eulenstraße und Keplerstraße/Arboldstraße überwiegend in beide Richtingen befahrbar, was zu vielen Staus und viel Verkehrsaufkommen führte.
Als Einbahnstaße ist die Rothestaße übersichtlicher und ohne Verkehrschaos.
Es wäre von Vorteil hinsichtlich Sicherheit, Übersichtlichkeit, Verkehrsfluss und Verkehrsberuhigung, wenn das beibehalten werden könnte
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/944,1,0,0,0,0,0,0,0,0,1,0,0
Ott945,Entsiegeln,"Arnoldstrasse 1-32 bitte begrünen
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/945,0,0,0,0,0,0,0,0,0,0,0,0
Ott946,"Spielplatz in der Stangestraße, Anwohnerparken, Grünflächen","Wir fänden es sehr schön, wenn der kleine Spielplatz in der Stangestraße nicht mehr als öffentliche Toilette genutzt werden, sondern als Treffpunkt für Klein und Groß (Menschen :-)) geachtet werden würde.
Dafür müßten es öffentliche Toiletten geben, die kostenlos von Obdachlosen und anderen Mensch Tag und Nacht genutzt werden könnten.
Hier braucht es unbedingt ein gute, gangbare Lösung.
Es dürften nur noch Anwohner und Lieferverkehr durch die kurze Stangestraße fahren.
Dafür könnte eine kleine Schranke bei der Abbiegung Am Felde/Erzbergerstraße aufgestellt werden.
Es ist wirklich nicht notwendig diesen Schlenker zu fahren (auch umwelttechnisch und von der Lärmbelastung her.)
Wenn es, wie bei Ottensen-macht-Platz wieder zu Verkehrsberuhigungen kommen sollte, wäre es sehr schön, wenn es nicht nur nackten Stein, aber auch mehr einladende Grünflachen gäbe.
Kleine grüne Oasen.
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/946,1,0,0,0,0,0,0,1,0,1,0,0
Ott947,Radkonzept Ottenser Hauptstraße,"Auf der Ottenser Hauptstraße fehlt ein Konzept für Radfahrer.
Das Kopfsteinpflaster ist eine Zumutung und dann ist die Straße so breit, dass Autofahrer sich ermutigt fühlen, Radfahrer noch zu überholen.
Dass dabei die vorgeschriebenen 1,5 m Abstand zu den Radfahrern nicht eingehalten werden können, ist scheinbar egal.
Radfahrer, die regelkonform entgegen der Einbahnstraßenrichtung fahren, werden oft von Autofahrern genötigt, anzuhalten oder eng an der parkenden Autos vorbeizufahren.
Hier wäre eine richtiger Radweg wünschenswert (in beide Richtungen!).
",https://freiraumottensen.beteiligung.hamburg/dipas/#/contribution/947,1,1,1,0,0,0,0,0,0,1,0,0
